_id,latLng,name,city,state,country,updatedAt
4JJFiA7UnL,"38.84238579,-77.6447405",Regency at Dominion Valley,Haymarket,Virginia,US,2024-02-11T05:00:00.000Z
bAAOKUThew,"35.07382899,-80.918103",Regent Park Golf Club,Fort Mill,South Carolina,US,2024-02-11T05:00:00.000Z
kpKzwvH8Zv,"39.940196,-76.7528311",Regents' Glen Country Club,York,Pennsylvania,US,2024-02-11T05:00:00.000Z
gndNjHqTMp,"38.6889997,-75.1084018",Rehoboth Beach Country Club,Rehoboth Beach,Delaware,US,2024-02-11T05:00:00.000Z
Onoc02ZKxI,"44.2502123,-88.3887666",Reid Municipal Golf Course,Appleton,Wisconsin,US,2024-02-11T05:00:00.000Z
ARwq0PK7zr,"39.9028091,-83.7523269",Reid Park Golf Course,Springfield,Ohio,US,2024-02-11T05:00:00.000Z
IKB7L9nULr,"33.166049,-117.090603",Reidy Creek Golf Course,Escondido,California,US,2024-02-11T05:00:00.000Z
0DkbL5t8n2,"28.2909965,-81.323478",Remington Golf Club,Kissimmee,Florida,US,2024-02-11T05:00:00.000Z
gst9wZbX3A,"41.3253899,-112.042936",Remuda Golf Course and Driving Range,Farr West,Utah,US,2024-02-11T05:00:00.000Z
PjWXPuEzQo,"42.7793418,-71.0392482",Renaissance Golf Club,Haverhill,Massachusetts,US,2024-02-11T05:00:00.000Z
mBiXn03NFv,"35.1747423,-80.9132254",Renaissance Golf Course,Charlotte,North Carolina,US,2024-02-11T05:00:00.000Z
dcye1cKQgg,"39.54649209,-74.6040149",Renault Winery,Egg Harbor City,New Jersey,US,2024-02-11T05:00:00.000Z
VaHsXU160P,"42.8594284,-109.882682",Rendezvous Meadows Golf,Pinedale,Wyoming,US,2024-02-11T05:00:00.000Z
e71p1D5Wwg,"38.912042,-76.672896",Renditions Golf Course,Davidsonville,Maryland,US,2024-02-11T05:00:00.000Z
gSFMK1xtdj,"42.371313,-88.063614",Renwood Golf Course - Round Lake Area Park District,Round Lake Beach,Illinois,US,2024-02-11T05:00:00.000Z
IYEQxnTtTC,"41.324528,-89.1971478",Representative Frank J Mautino,Spring Valley,Illinois,US,2024-02-11T05:00:00.000Z
sQzrMo0QBC,"32.91551109,-96.8174416",Republic Texas Tavern,Dallas,Texas,US,2024-02-11T05:00:00.000Z
6vXRhbojBL,"33.9523343,-78.1047831",Reserve Club,Saint James,North Carolina,US,2024-02-11T05:00:00.000Z
z480MQIbMB,"40.97899239,-80.6428375",Reserve Run Golf Course,Poland,Ohio,US,2024-02-11T05:00:00.000Z
qM3IQdF7p3,"30.02739889,-91.8370147",Reserve at Squirrel Run,New Iberia,Louisiana,US,2024-02-11T05:00:00.000Z
irB0wcCvpj,"42.604516,-77.4138686",Reservoir Creek Golf Course,Naples,New York,US,2024-02-11T05:00:00.000Z
6XGhDNoZLN,"33.8906998,-118.394828",Residence Inn by Marriott Los Angeles LAX/Manhattan Beach,Manhattan Beach,California,US,2024-02-11T05:00:00.000Z
kVKyFUy0AO,"37.4554456,-121.881345",Restaurant Summitpointe Golf,Milpitas,California,US,2024-02-11T05:00:00.000Z
C7M1E4eqPU,"38.94544,-77.3559382",Reston National Golf Course,Reston,Virginia,US,2024-02-11T05:00:00.000Z
vZX94jYw5u,"46.854293,-92.8115699",Retreat Golf Course,Floodwood,Minnesota,US,2024-02-11T05:00:00.000Z
C0YEyVEYCL,"28.2802893,-81.6081299",Reunion,Four Corners,Florida,US,2024-02-11T05:00:00.000Z
0XKdalMvEm,"34.1132513,-83.8626336",Reunion Country Club,Hoschton,Georgia,US,2024-02-11T05:00:00.000Z
QnZMQyxLkl,"32.5121429,-90.1842084",Reunion Golf & Country Club,Madison,Mississippi,US,2024-02-11T05:00:00.000Z
4DuWvglLPP,"28.2823085,-81.6031036",Reunion Resort & Golf Club | Nicklaus Course,Kissimmee,Florida,US,2024-02-11T05:00:00.000Z
Via1P1Nwfq,"28.2711062,-81.5896089",Reunion Resort Golf Courses - Palmer & Watson,Kissimmee,Florida,US,2024-02-11T05:00:00.000Z
RjlvWslwSh,"35.6518393,-78.4578959",Revival 1869,Clayton,North Carolina,US,2024-02-11T05:00:00.000Z
K1x6wSD9iA,"30.4623508,-84.225263",Reynolds Home Builders,Tallahassee,Florida,US,2024-02-11T05:00:00.000Z
Kewz0FzHIv,"36.08773619,-80.206102",Reynolds Park Golf Course,Winston-Salem,North Carolina,US,2024-02-11T05:00:00.000Z
W7LS18UvXY,"41.728206,-71.329461",Rhode Island Country Club,Barrington,Rhode Island,US,2024-02-11T05:00:00.000Z
vmwTTxLToU,"36.07027439,-115.297676",Rhodes Ranch,Spring Valley,Nevada,US,2024-02-11T05:00:00.000Z
l9gHlXtDRD,"44.93338209,-89.6818084",Rib Mountain Golf Course,Wausau,Wisconsin,US,2024-02-11T05:00:00.000Z
sVAyRpgL3L,"43.38771889,-93.5057851",Rice Lake Golf and Country Club,Lake Mills,Iowa,US,2024-02-11T05:00:00.000Z
L8mAD98iJI,"41.7528657,-88.4847963",Rich Harvest Farms,Sugar Grove,Illinois,US,2024-02-11T05:00:00.000Z
ttQBnDIkrY,"40.4823062,-75.8766057",Rich Maiden Golf Course,Fleetwood,Pennsylvania,US,2024-02-11T05:00:00.000Z
SBwRcqgrLy,"45.44728639,-94.4666235",Rich-Spring Golf Club,Cold Spring,Minnesota,US,2024-02-11T05:00:00.000Z
v5ZxAHjqEm,"36.0497856,-86.822853",Richland Country Club,Nashville,Tennessee,US,2024-02-11T05:00:00.000Z
Bd4d6nag1A,"34.8181783,-86.570375",Richland Golf Center,Huntsville,Alabama,US,2024-02-11T05:00:00.000Z
tAo4HUFQjU,"39.4343711,-77.5294176",Richland Golf Club,Middletown,Maryland,US,2024-02-11T05:00:00.000Z
LUgDAM4HAr,"41.4723453,-71.710346",Richmond Country Club,Richmond,Rhode Island,US,2024-02-11T05:00:00.000Z
HfjP7YBlI9,"42.8048286,-82.7801513",Richmond Forest Golf Course,Lenox,Michigan,US,2024-02-11T05:00:00.000Z
9iZKavoH1i,"37.9873743,-122.34794",Richmond Golf Club,Richmond,California,US,2024-02-11T05:00:00.000Z
iMISenRSg0,"41.4136111,-73.52",Richter Park Golf Course,Danbury,Connecticut,US,2024-02-11T05:00:00.000Z
o0nSzTHDJC,"38.2248367,-80.5331411",Richwood,Richwood,West Virginia,US,2024-02-11T05:00:00.000Z
CzY4THeF54,"42.0629616,-70.9133987",Ridder Farm Golf Course,East Bridgewater,Massachusetts,US,2024-02-11T05:00:00.000Z
xHxeZlYGIm,"41.7017514,-87.6916115",Ridge CC Golf Course,Chicago,Illinois,US,2024-02-11T05:00:00.000Z
blY3CiL5As,"38.9476626,-121.077482",Ridge Golf Course & Events Center,Auburn,California,US,2024-02-11T05:00:00.000Z
BAWEg7c6Ht,"41.0708847,-81.8160934",Ridge Top Golf Course,Medina,Ohio,US,2024-02-11T05:00:00.000Z
fX67ahWX8A,"43.6038436,-116.523536",Ridgecrest Golf Club,Nampa,Idaho,US,2024-02-11T05:00:00.000Z
Ds7nPTtrpD,"41.3565669,-73.5288219",Ridgefield Golf Course,Ridgefield,Connecticut,US,2024-02-11T05:00:00.000Z
uQmdSjUtbM,"36.5495279,-82.6053555",Ridgefields,Kingsport,Tennessee,US,2024-02-11T05:00:00.000Z
HPW3NiPYFR,"36.8141822,-121.363049",Ridgemark Golf Club & Resort,Hollister,California,US,2024-02-11T05:00:00.000Z
O7Ajo8vmXo,"43.2134043,-77.7288167",Ridgemont Country Club,Rochester,New York,US,2024-02-11T05:00:00.000Z
Z4uAYPvRYK,"41.9666802,-87.7918213",Ridgemoor Country Club,Harwood Heights,Illinois,US,2024-02-11T05:00:00.000Z
DiSXPV70vj,"44.6339979,-93.6126707",Ridges At Sand Creek,Jordan,Minnesota,US,2024-02-11T05:00:00.000Z
kn2cBCjPvx,"39.7783048,-81.1419863",Ridgetop Offroad,Woodsfield,Ohio,US,2024-02-11T05:00:00.000Z
QJjuaYZimY,"46.8486949,-92.1018776",Ridgeview Country Club,Duluth,Minnesota,US,2024-02-11T05:00:00.000Z
hQH5aBgcEf,"42.2960808,-85.752585",Ridgeview Golf Course,Kalamazoo,Michigan,US,2024-02-11T05:00:00.000Z
JdM4gHIRFC,"33.1085888,-96.7480611",Ridgeview Ranch,Plano,Texas,US,2024-02-11T05:00:00.000Z
sXguUSrYhD,"35.0613296,-89.7346439",Ridgeway Country Club,Germantown,Tennessee,US,2024-02-11T05:00:00.000Z
GO2jpKgmA5,"43.7472572,-71.368225",Ridgewood Country Club,Moultonborough,New Hampshire,US,2024-02-11T05:00:00.000Z
TECcUtWQ3G,"31.530856,-97.2197261",Ridgewood Country Club,Waco,Texas,US,2024-02-11T05:00:00.000Z
isvq7szC6S,"35.3692007,-84.5768897",Ridgewood Golf Club,Athens,Tennessee,US,2024-02-11T05:00:00.000Z
oUBi6ySZNJ,"41.3870967,-81.7334024",Ridgewood Golf Course,Parma,Ohio,US,2024-02-11T05:00:00.000Z
JVHFhbGsqr,"28.1879787,-81.6214779",Ridgewood Lakes Golf Club,Davenport,Florida,US,2024-02-11T05:00:00.000Z
9XppFkfBEC,"32.723129,-97.4180899",Ridglea Country Club,Fort Worth,Texas,US,2024-02-11T05:00:00.000Z
59R4Ethq9R,"39.613958,-107.76597",Rifle Creek Golf Course,Rifle,Colorado,US,2024-02-11T05:00:00.000Z
PfEcBl8rnn,"35.4032122,-118.835135",Rio Bravo Country Club,Bakersfield,California,US,2024-02-11T05:00:00.000Z
crOkSubMMT,"28.92162669,-95.9975604",Rio Colorado Golf Course,Bay City,Texas,US,2024-02-11T05:00:00.000Z
I3FHSDbldf,"33.9542132,-118.144989",Rio Hondo Golf Club,Downey,California,US,2024-02-11T05:00:00.000Z
34GBgf2ERB,"28.5256391,-81.2656137",Rio Pinar Golf,Orlando,Florida,US,2024-02-11T05:00:00.000Z
UZp65MEciA,"31.46736319,-110.974235",Rio Rico,Rio Rico,Arizona,US,2024-02-11T05:00:00.000Z
w5H6lG9EsP,"33.7225429,-111.675694",Rio Verde,Rio Verde,Arizona,US,2024-02-11T05:00:00.000Z
R3waV3LVWg,"27.6407315,-80.355701",Riomar Country Club,Vero Beach,Florida,US,2024-02-11T05:00:00.000Z
IHJD7RD7sF,"42.18541709,-73.9857253",Rip Van Winkle Brewing Company,Catskill,New York,US,2024-02-11T05:00:00.000Z
GuL41IEvfH,"40.73859609,-79.9432626",Rittswood Golf Course,Valencia,Pennsylvania,US,2024-02-11T05:00:00.000Z
ES4dIWnJU5,"27.4159793,-82.3937988",Ritz-Carlton Members Golf Club,Bradenton,Florida,US,2024-02-11T05:00:00.000Z
iWND2d5kxT,"28.4658618,-82.4357735",Rivard Golf Club,Brooksville,Florida,US,2024-02-11T05:00:00.000Z
lyPsi1zsc3,"33.0321042,-96.764121",River Bend,Plano,Texas,US,2024-02-11T05:00:00.000Z
DEzmt54dsp,"35.4580445,-86.4099884",River Bend Country Club,Shelbyville,Tennessee,US,2024-02-11T05:00:00.000Z
KrjDEkEk6C,"39.021269,-77.286917",River Bend Golf & Country Club,Great Falls,Virginia,US,2024-02-11T05:00:00.000Z
QBuQZZm9ZZ,"40.54100719,-122.363783",River Bend Golf & Country Club,Redding,California,US,2024-02-11T05:00:00.000Z
yB1WdbrCw9,"41.77971189,-88.0735145",River Bend Golf Club,Lisle,Illinois,US,2024-02-11T05:00:00.000Z
DFNivqYLN2,"29.14718199,-98.1860821",River Bend Golf Club,Floresville,Texas,US,2024-02-11T05:00:00.000Z
mCpCabSCAW,"38.4903221,-82.8391571",River Bend Golf Club,Argillite,Kentucky,US,2024-02-11T05:00:00.000Z
2APnF0dMGd,"42.1890673,-93.5858774",River Bend Golf Course,Story City,Iowa,US,2024-02-11T05:00:00.000Z
CIItILQES2,"29.978435,-81.6493648",River Bend Golf Links,Green Cove Springs,Florida,US,2024-02-11T05:00:00.000Z
LdwSRHtmoD,"34.814169,-90.421767",River Bend Links,Tunica Resorts,Mississippi,US,2024-02-11T05:00:00.000Z
YAmLT8CXFB,"35.2499757,-81.5888609",River Bend YMCA Golf Course,Shelby,North Carolina,US,2024-02-11T05:00:00.000Z
lyZq8s932u,"43.7257652,-116.467475",River Birch Golf Course,Star,Idaho,US,2024-02-11T05:00:00.000Z
H3Y0Cvd0cm,"41.329389,-83.120971",River Cliff Golf Course,Fremont,Ohio,US,2024-02-11T05:00:00.000Z
mGv7MBSJgl,"33.469791,-79.1277619",River Club,Pawleys Island,South Carolina,US,2024-02-11T05:00:00.000Z
4rF7Hqmmd1,"43.2433921,-87.9527265",River Club of Mequon,Mequon,Wisconsin,US,2024-02-11T05:00:00.000Z
YaqdsqwR7f,"34.58648679,-120.136688",River Course At Alisal,Solvang,California,US,2024-02-11T05:00:00.000Z
NprU90yRGy,"32.6098982,-80.0938081",River Course Lane,Kiawah Island,South Carolina,US,2024-02-11T05:00:00.000Z
qCCreAIXtH,"39.1053609,-77.4846946",River Creek Club,Leesburg,Virginia,US,2024-02-11T05:00:00.000Z
HFbBm7CLKT,"37.3473767,-119.728186",River Creek Golf Course,Ahwahnee,California,US,2024-02-11T05:00:00.000Z
wAU0lG2mDl,"34.0553016,-98.4876403",River Creek Park Golf Course,Wichita Falls,Texas,US,2024-02-11T05:00:00.000Z
BFaSzrkz9y,"32.745107,-97.3857537",River Crest Country Club,Fort Worth,Texas,US,2024-02-11T05:00:00.000Z
qOrGMTvNgk,"39.52131569,-76.8813223",River Downs Golf Club,Finksburg,Maryland,US,2024-02-11T05:00:00.000Z
2DJVqgyuif,"44.86318209,-92.5950489",River Falls Golf Club,River Falls,Wisconsin,US,2024-02-11T05:00:00.000Z
wfZoN0ey8c,"34.8859062,-82.0760803",River Falls Plantation,Duncan,South Carolina,US,2024-02-11T05:00:00.000Z
2zNXdBnZfF,"41.933712,-87.93193",River Forest Country Club,Elmhurst,Illinois,US,2024-02-11T05:00:00.000Z
lQMtKEDqQb,"40.66056229,-79.688346",River Forest Country Club,Freeport,Pennsylvania,US,2024-02-11T05:00:00.000Z
yjHXPdRMoV,"33.12541189,-83.9906005",River Forest Golf Club,Forsyth,Georgia,US,2024-02-11T05:00:00.000Z
oP0DmmcTmh,"39.965984,-86.045271",River Glen Country Club,Fishers,Indiana,US,2024-02-11T05:00:00.000Z
LVN3SYiz6k,"27.6365375,-81.5043257",River Greens Golf Course,Avon Park,Florida,US,2024-02-11T05:00:00.000Z
VHRUUqBL4u,"40.2766532,-81.6974945",River Greens Golf Course,West Lafayette,Ohio,US,2024-02-11T05:00:00.000Z
B9I4UdJMqY,"26.69516419,-81.6831636",River Hall Country Club,Alva,Florida,US,2024-02-11T05:00:00.000Z
V5BbDWjgQs,"41.91708699,-88.7710489",River Heights Golf Course,DeKalb,Illinois,US,2024-02-11T05:00:00.000Z
KoUK1dGDVA,"27.8817451,-82.2101462",River Hills Country Club,Valrico,Florida,US,2024-02-11T05:00:00.000Z
9kV0LlJ0Fi,"27.864994,-97.647358",River Hills Country Club,Corpus Christi,Texas,US,2024-02-11T05:00:00.000Z
34gMAsgj5u,"35.1057116,-81.0543086",River Hills Country Club,Lake Wylie,South Carolina,US,2024-02-11T05:00:00.000Z
UqjauRoqp6,"33.8802196,-78.6393892",River Hills Golf & Country Club,Little River,South Carolina,US,2024-02-11T05:00:00.000Z
UKOoyhuBsN,"36.1011629,-118.860025",River Island Country Club,Porterville,California,US,2024-02-11T05:00:00.000Z
NlREnzsnMq,"44.8644323,-88.1360397",River Island Golf Course,Oconto Falls,Wisconsin,US,2024-02-11T05:00:00.000Z
Vw4Y3012t4,"38.4689712,-90.2383346",River Lakes Golf Course,Columbia,Illinois,US,2024-02-11T05:00:00.000Z
uF9UKfOSGH,"34.7601825,-77.9456326",River Landing,Wallace,North Carolina,US,2024-02-11T05:00:00.000Z
0bOkGfBxPn,"36.06503449,-80.0153498",River Landing At Sandy Ridge,Colfax,North Carolina,US,2024-02-11T05:00:00.000Z
dsUVBCrhAe,"38.56027979,-76.0478591",River Marsh Golf Club,Cambridge,Maryland,US,2024-02-11T05:00:00.000Z
wOWrgOSqXo,"32.94021449,-83.6600895",River North Country Club,Macon,Georgia,US,2024-02-11T05:00:00.000Z
O5MWt4Bw41,"36.898438,-121.594429",River Oaks,River Oaks,California,US,2024-02-11T05:00:00.000Z
JFcSbiO43w,"40.6388363,-111.913824",River Oaks,Murray,Utah,US,2024-02-11T05:00:00.000Z
wH3dBDzzAu,"29.7530203,-95.4265327",River Oaks Country Club,Houston,Texas,US,2024-02-11T05:00:00.000Z
kp7rspVgma,"35.58232489,-97.4114151",River Oaks Golf Club,Edmond,Oklahoma,US,2024-02-11T05:00:00.000Z
RdvTz1jZHa,"43.02299999,-78.8986512",River Oaks Golf Club,Grand Island,New York,US,2024-02-11T05:00:00.000Z
UNQE1iXNJo,"38.8662062,-94.5172762",River Oaks Golf Club,Grandview,Missouri,US,2024-02-11T05:00:00.000Z
pyL2uOlE79,"38.8815193,-121.605552",River Oaks Golf Club,Nicolaus,California,US,2024-02-11T05:00:00.000Z
3ikuNuqPm2,"35.745,-81.0447222",River Oaks Golf Club,Statesville,North Carolina,US,2024-02-11T05:00:00.000Z
OvLLc7jYtU,"33.7278348,-78.9170887",River Oaks Golf Club,Myrtle Beach,South Carolina,US,2024-02-11T05:00:00.000Z
gCq95WqoHn,"44.7897782,-92.8852854",River Oaks Golf Course and Event Center,Cottage Grove,Minnesota,US,2024-02-11T05:00:00.000Z
KOFZ2nWkDx,"30.25570059,-95.4555654",River Plantation,Conroe,Texas,US,2024-02-11T05:00:00.000Z
aFTwXhNBl4,"33.5817719,-85.1041293",River Pointe Apartments,Carrollton,Georgia,US,2024-02-11T05:00:00.000Z
aPcxk89Gl2,"41.67087,-86.105508",River Pointe Apartments,Mishawaka,Indiana,US,2024-02-11T05:00:00.000Z
PAmDx3k4Gm,"41.49573799,-87.2312979",River Pointe Country Club,Hobart,Indiana,US,2024-02-11T05:00:00.000Z
59C1CE0Ev5,"29.522166,-95.6302604",River Pointe Golf Club,Richmond,Texas,US,2024-02-11T05:00:00.000Z
zBNjXgXJMO,"30.3303358,-97.9218363",River Ridge,Austin,Texas,US,2024-02-11T05:00:00.000Z
GBAkF4YGG7,"28.2688717,-82.632701",River Ridge Golf Club,New Port Richey,Florida,US,2024-02-11T05:00:00.000Z
iFbh5jyV90,"34.2298802,-119.20274",River Ridge Golf Club,Oxnard,California,US,2024-02-11T05:00:00.000Z
UlUNNBqTuI,"35.7211328,-78.5185973",River Ridge Golf Club,Raleigh,North Carolina,US,2024-02-11T05:00:00.000Z
XrT2a76vgZ,"29.755356,-96.035399",River Ridge Golf Club,Sealy,Texas,US,2024-02-11T05:00:00.000Z
IuSBmFrhTc,"43.699932,-96.5072021",River Ridge Golf Course,Garretson,South Dakota,US,2024-02-11T05:00:00.000Z
jQoiV0gDKc,"41.3975043,-79.7525864",River Ridge Golf Course,Franklin,Pennsylvania,US,2024-02-11T05:00:00.000Z
C8m2w33GgE,"41.5800895,-71.9798849",River Ridge Golf Course,Griswold,Connecticut,US,2024-02-11T05:00:00.000Z
zLpwNiH3Zm,"43.1079216,-94.2254104",River Road Golf Club,Algona,Iowa,US,2024-02-11T05:00:00.000Z
0av1ke2j7A,"26.1006234,-80.1784392",River Run,Fort Lauderdale,Florida,US,2024-02-11T05:00:00.000Z
X2C1IHOMBr,"35.4662036,-80.8030302",River Run Country Club,Davidson,North Carolina,US,2024-02-11T05:00:00.000Z
UbedmrjJBd,"35.9418945,-85.0709761",River Run Golf Club,Crossville,Tennessee,US,2024-02-11T05:00:00.000Z
2EzbnKGUQf,"38.40165599,-75.176266",River Run Golf Club & Community,Berlin,Maryland,US,2024-02-11T05:00:00.000Z
x3duJmLxpy,"43.9500495,-90.7923497",River Run Golf Course,Sparta,Wisconsin,US,2024-02-11T05:00:00.000Z
mgTmGCEEKO,"41.01476789,-74.0119735",River Vale,River Vale,New Jersey,US,2024-02-11T05:00:00.000Z
IP1tEXz9MH,"41.0253448,-74.0086594",River Vale Country Club,River Vale,New Jersey,US,2024-02-11T05:00:00.000Z
eWZKJX83FB,"41.9339833,-77.4763528",River Valley Country Club,Westfield,Pennsylvania,US,2024-02-11T05:00:00.000Z
2fprHlOeNJ,"41.6487884,-94.0294493",River Valley Golf Course,Adel,Iowa,US,2024-02-11T05:00:00.000Z
OvQeYaqwss,"39.3897227,-107.211183",River Valley Ranch Road,Carbondale,Colorado,US,2024-02-11T05:00:00.000Z
DXWUHkkejx,"33.7654113,-117.893295",River View Golf Course,Santa Ana,California,US,2024-02-11T05:00:00.000Z
ZY5e4C82ZA,"36.316362,-80.0551469",River View Golf Course,Pine Hall,North Carolina,US,2024-02-11T05:00:00.000Z
2EDtxVPtT3,"41.583169,-96.165297",River Wilds Golf Club,Blair,Nebraska,US,2024-02-11T05:00:00.000Z
kFk8RyT0Yf,"40.1529544,-75.4887586",RiverCrest Golf Club & Preserve,Phoenixville,Pennsylvania,US,2024-02-11T05:00:00.000Z
Vsp83EbHdt,"34.0125999,-84.2239608",RiverPines Golf,Johns Creek,Georgia,US,2024-02-11T05:00:00.000Z
eLKLWi9AU4,"44.1075205,-123.093404",RiverRidge Golf & Event Center,Eugene,Oregon,US,2024-02-11T05:00:00.000Z
PvFUDiPgik,"32.8792404,-79.8243881",RiverTowne Country Club,Mount Pleasant,South Carolina,US,2024-02-11T05:00:00.000Z
uWs45rKn5i,"39.85631559,-75.2080307",RiverWinds Golf & Tennis Club,West Deptford,New Jersey,US,2024-02-11T05:00:00.000Z
IoMWCTPApJ,"42.990586,-85.589005",Riverbank Finance LLC,Grand Rapids,Michigan,US,2024-02-11T05:00:00.000Z
mJJwjRomGq,"43.7288849,-87.7905854",Riverbend,Kohler,Wisconsin,US,2024-02-11T05:00:00.000Z
EJPBCYnPYh,"32.7564664,-97.3975845",Riverbend,Fort Worth,Texas,US,2024-02-11T05:00:00.000Z
ubA1N7XfBp,"29.24988339,-81.1349163",Riverbend Community Church,Ormond Beach,Florida,US,2024-02-11T05:00:00.000Z
pPrpE1wvoN,"29.6071438,-95.5833138",Riverbend Country Club,Sugar Land,Texas,US,2024-02-11T05:00:00.000Z
zWQyM2NJzy,"26.98101519,-80.1342289",Riverbend Country Club,Tequesta,Florida,US,2024-02-11T05:00:00.000Z
OCvTW9ECFE,"47.38081,-122.262864",Riverbend Golf Complex,Kent,Washington,US,2024-02-11T05:00:00.000Z
IxRictoAzw,"41.1515504,-85.0909283",Riverbend Golf Course,Fort Wayne,Indiana,US,2024-02-11T05:00:00.000Z
EifdeaInlI,"40.518491,-111.921009",Riverbend Golf Course,Riverton,Utah,US,2024-02-11T05:00:00.000Z
Yx3fUxbiRS,"43.52029119,-112.138641",Riverbend Ranch,Idaho Falls,Idaho,US,2024-02-11T05:00:00.000Z
BEuCUg8NJS,"41.48124749,-83.7205968",Riverby Hills Golf Club,Bowling Green,Ohio,US,2024-02-11T05:00:00.000Z
3DwKU9yJXs,"33.3433333,-86.8272222",Riverchase Country Club Clubhouse,Hoover,Alabama,US,2024-02-11T05:00:00.000Z
tfmvSZ2MHh,"32.9557018,-96.9458657",Riverchase Golf Club,Coppell,Texas,US,2024-02-11T05:00:00.000Z
fwgb1AV28a,"40.1266422,-87.3868586",Rivercrest Golf Club,Covington,Indiana,US,2024-02-11T05:00:00.000Z
QCnJxfiv52,"37.1022241,-93.3384803",Rivercut Golf Course,Springfield,Missouri,US,2024-02-11T05:00:00.000Z
xFwHw3kDsd,"43.697632,-87.721206",Riverdale Country Club Golf Course Bar & Restaurant,Sheboygan,Wisconsin,US,2024-02-11T05:00:00.000Z
Wv2AFz0Kqv,"39.9384881,-104.870272",Riverdale Dunes Golf Course,Brighton,Colorado,US,2024-02-11T05:00:00.000Z
WBiJC38f6k,"39.9369061,-104.876988",Riverdale Golf Courses,Brighton,Colorado,US,2024-02-11T05:00:00.000Z
IyMTxK8MJW,"36.7987057,-81.6813446",Riverfront Cafe,Chilhowie,Virginia,US,2024-02-11T05:00:00.000Z
MveUsyareW,"36.8796184,-76.4447872",Riverfront Golf Club,Suffolk,Virginia,US,2024-02-11T05:00:00.000Z
jrtZSzqMcw,"30.02376509,-99.1358715",Riverhill Country Club Inc,Kerrville,Texas,US,2024-02-11T05:00:00.000Z
lM0b3O21IG,"30.0872901,-90.4868111",Riverlands Golf & Country Club,LaPlace,Louisiana,US,2024-02-11T05:00:00.000Z
DOQyvVUamL,"43.6869569,-70.3745395",Rivermeadow Golf,Westbrook,Maine,US,2024-02-11T05:00:00.000Z
rAstIOOZAD,"42.7707112,-88.2220682",Rivermoor Golf Club and Restaurant,Waterford,Wisconsin,US,2024-02-11T05:00:00.000Z
ujXNKfM9Si,"47.62647109,-115.400562",Rivers Bend Golf Course,Thompson Falls,Montana,US,2024-02-11T05:00:00.000Z
FLL9kjJJaG,"33.9526739,-78.3716034",Rivers Edge,Shallotte,North Carolina,US,2024-02-11T05:00:00.000Z
RtqzKPV4l1,"33.9608811,-78.3729039",Rivers Edge Golf Club and Plantation,Shallotte,North Carolina,US,2024-02-11T05:00:00.000Z
BpOzWUZDEh,"34.8472773,-114.603362",Rivers Edge Golf Course,Needles,California,US,2024-02-11T05:00:00.000Z
Rede9CTbty,"30.85296639,-95.4035523",Riverside,Riverside,Texas,US,2024-02-11T05:00:00.000Z
imS2H54hGx,"34.00470029,-117.357765",Riverside City Cross Country Course,Riverside,California,US,2024-02-11T05:00:00.000Z
BGUDSugefq,"39.02677579,-82.00766",Riverside Club Of West Virginia,Mason,West Virginia,US,2024-02-11T05:00:00.000Z
CCofLErWCt,"45.72746129,-111.065905",Riverside Country Club,Bozeman,Montana,US,2024-02-11T05:00:00.000Z
scDm0Gf3j2,"40.2687485,-111.658423",Riverside Country Club,Provo,Utah,US,2024-02-11T05:00:00.000Z
8J8E7rV9Ji,"41.8167165,-80.0489728",Riverside Golf,Cambridge Springs,Pennsylvania,US,2024-02-11T05:00:00.000Z
ll9dLHQpvF,"45.5828941,-122.634639",Riverside Golf & Country Club,Portland,Oregon,US,2024-02-11T05:00:00.000Z
UW8fK9CynF,"39.8223649,-86.1942808",Riverside Golf Academy,Indianapolis,Indiana,US,2024-02-11T05:00:00.000Z
PfEDbYryCd,"34.0452361,-81.0761254",Riverside Golf Center,Columbia,South Carolina,US,2024-02-11T05:00:00.000Z
FZyaQT6hfU,"45.10835989,-87.6479842",Riverside Golf Club,Menominee,Michigan,US,2024-02-11T05:00:00.000Z
5evmVC2q1o,"38.527524,-90.4376027",Riverside Golf Club,Fenton,Missouri,US,2024-02-11T05:00:00.000Z
2U7ZRCVFV2,"32.8070386,-97.056336",Riverside Golf Club,Grand Prairie,Texas,US,2024-02-11T05:00:00.000Z
b1VWdNEk3I,"42.2991701,-85.1844022",Riverside Golf Club & Banquet Center,Battle Creek,Michigan,US,2024-02-11T05:00:00.000Z
hpmSayaOGY,"46.6744239,-122.989598",Riverside Golf Club & Bistro (Including The Rooftop Bar),Chehalis,Washington,US,2024-02-11T05:00:00.000Z
5PaNICBTIv,"36.84479479,-119.909588",Riverside Golf Course,Fresno,California,US,2024-02-11T05:00:00.000Z
Mdj8VZ6LFU,"42.71022029,-89.0429305",Riverside Golf Course,Janesville,Wisconsin,US,2024-02-11T05:00:00.000Z
kps3HWJm62,"30.23735779,-97.7044358",Riverside Golf Course,Austin,Texas,US,2024-02-11T05:00:00.000Z
YoTiJQ2qPv,"43.7132979,-70.3110205",Riverside Golf Course,Portland,Maine,US,2024-02-11T05:00:00.000Z
DAJddcH7Kg,"42.83329829,-112.424818",Riverside Golf Course a Public Course,Pocatello,Idaho,US,2024-02-11T05:00:00.000Z
